network_id,rotation_index,action,beta,baseline_mse,candidate_mse,ratio,baseline_unbiased_mse,candidate_unbiased_mse,corrected_ratio,inner,norm_sq,cosine,reference_noise_mse,absolute_ratio,severe,literal_rotation_id,rotation_seed,companion_seed,reduced_ratio,c17_ratio,p2_ratio,p4_ratio,oracle_ratio,runtime_seconds,peak_rss_kb,reference_noise_fraction_record,vectors_file,vectors_sha256,weight_sha256,feature_cos_c17_p2,feature_cos_c17_p4,feature_cos_p2_p4,feature_norm_p2_c17,feature_norm_p4_c17,feature_min_nested_cos,feature_max_loo_angle_sin,feature_cos_p32_p128,feature_norm_p32_p128,geometry_c17_cos_ideal,geometry_p2_cos_ideal,geometry_p4_cos_ideal,geometry_oracle_cos_ideal
6006,1,zero,0.5,4.023202540781362e-07,4.846784460476754e-07,1.204708043243441,3.477273832218342e-07,4.300855751913716e-07,1.2368470127559572,-2.4051994241738333e-08,1.3046218045301586e-07,0.10498393003416,5.459287085629892e-08,1.3313737417002816,True,11,11.0,601611.0,1.204708043243441,1.3313737417002816,1.1998459258432763,1.151022738205311,0.18769039505042195,13.390631209000048,1418200.0,0.13569505960218503,network_6006_rotation_1.npz,c7473432470f1059d0d019c1b6904c4826d77775ca7ee0c12e6b2d543288662f,b8dc41e8b6f660bdd9ff26abfb3660bd0fac85b2236964855739d166d5826357,0.6154714993225066,0.7537994545762121,0.6302037393046193,0.26330338065500825,0.3605236280142333,0.9001646240765582,0.46636028112382694,0.9165003897956019,0.7431305607985199,0.2924673119333641,0.10650307490650136,0.21619739422208012,0.9188075168453089
6006,2,zero,0.5,5.070244305877071e-07,8.842542073334573e-07,1.744007101015807,4.524315597313976e-07,8.296613364771516e-07,1.8337830742172585,1.0394737167121542e-07,1.693350334033195e-07,-0.3547526601239882,5.459287085629892e-08,1.022447564519826,False,97,97.0,601611.0,1.744007101015807,1.0224475645198259,1.9965277462577884,1.7445217237715476,0.12215397649707217,16.200711429999956,1418200.0,0.10767305787024639,network_6006_rotation_2.npz,d86b55e81a920febdbddb3af245c8a28ad0cc2b1240a3bcea9acbf6542a5524b,b8dc41e8b6f660bdd9ff26abfb3660bd0fac85b2236964855739d166d5826357,-0.16422338941068926,0.5367450602910214,0.48927154937926504,0.21671816813748648,0.27685179736584997,0.8810829545728026,0.2559919192250012,0.9533854193979012,0.769369137886057,0.6464084995745724,-0.5105699131571422,0.07969296585459285,0.9719195356319505
6007,0,zero,0.5,1.9017191726020006e-07,2.601674247929004e-07,1.3680643732319844,1.6768383394827118e-07,2.376793414809702e-07,1.4174254958548478,3.066578108154502e-10,6.93821919110694e-08,-0.0026696653857631,2.2488083311930672e-08,1.1024789263175074,True,3,3.0,601711.0,1.3680643732319844,1.1024789263175074,1.2509241238999145,1.3343114608062216,0.24232513693152713,9.96830159000001,1414156.0,0.11825133613793076,network_6007_rotation_0.npz,238bad184a2cc492e7ed499a3dc9b69e69b5203fe86d8f61719946e46d944514,7fad2520d82c5c132e858ed66faba1ae5424353f7d4144d63ac89eb81e957397,0.6023038137474779,0.44427303974062415,0.6073184554845622,0.3689059540699799,0.2428387962372344,0.8536899705716045,0.2592234688726662,0.9016971963932704,0.8848906673986164,0.4441216270098386,0.32435787644138026,0.16231584820431946,0.9083487171242521
6007,1,absolute,0.5,1.7389041731871722e-07,2.558520953709213e-07,1.471340970457156,1.5140233400678308e-07,2.333640120589869e-07,1.5413501620690455,1.165518361136241e-08,5.8651310829479215e-08,-0.115409732214085,2.2488083311930672e-08,1.471340970457156,True,11,11.0,601711.0,1.3587747524118199,1.471340970457156,1.2719985344975895,1.258705967834985,0.18605251446020274,13.789910944999974,1418092.0,0.12932330405943593,network_6007_rotation_1.npz,0a4c911b42c66001df19954d20268e2f2787ec90dbe2c42d7c0c5ca9e8501a92,7fad2520d82c5c132e858ed66faba1ae5424353f7d4144d63ac89eb81e957397,0.14556734849735833,0.4268781754857758,0.8980394421876053,0.5276888890028837,0.5912212720353528,0.7944331916605452,0.5100374051994611,0.915504064972313,0.7384675845611789,0.1682055017666586,0.25298286571144385,0.272446335860484,0.9300085939446753
6007,2,absolute,0.5,2.02444379296042e-07,1.902271478170747e-07,0.9396514167424644,1.7995629598410994e-07,1.677390645051415e-07,0.9321100080874792,-2.4569897406845563e-08,3.692256333472381e-08,0.2841872302234207,2.2488083311930672e-08,0.9396514167424644,False,97,97.0,601711.0,0.9549309368993177,0.9396514167424644,0.9709802708446423,1.3111407009242428,0.12824756093215023,16.18395231599993,1418092.0,0.11108277439032034,network_6007_rotation_2.npz,967fe1b8ff558bd9b05fa302817b2d82bd48c7a9b127fe943fdba41d800daf37,7fad2520d82c5c132e858ed66faba1ae5424353f7d4144d63ac89eb81e957397,-0.2318812536449343,0.38417482281577175,-0.1588180515712508,0.35380821029410886,0.844863758042722,0.7978061283065195,0.6601662125120737,0.8876478485597492,0.8534013254363317,0.19425597697078018,-0.009067510004674708,-0.5017533603700057,0.9315726124182411
6008,0,absolute,0.5,1.8158757237512244e-07,1.4444975061663214e-07,0.7954825802628648,1.600962609203577e-07,1.2295843916186901e-07,0.7680281753927818,-3.2565322079030375e-08,2.7992822399570456e-08,0.456760954783301,2.1491311454759684e-08,0.7954825802628648,False,3,3.0,601811.0,1.2490341633570885,0.7954825802628648,1.170655449336501,1.1353287165294068,0.0842586299951389,7.7293562039999415,1414016.0,0.11835232540233023,network_6008_rotation_0.npz,ee437321812d8209f2ec8d35d30bd5904af5aa0d880ea28158bf30023b26f295,e0eb5997e22607133ab6e5f2ba162a5ac2ea2ddcb8e7ffe919f707e9e8ddfe49,0.2754568175135989,0.13996848931267708,0.22814782824873167,0.2891618665520249,0.7186506372845387,0.7267889814398245,0.5564129196666621,0.8537047909425601,0.6909803598167642,0.7087139918547641,0.3717738504052224,0.3093015309705184,0.9690767155903955
6008,1,absolute,0.5,1.7146791835873238e-07,1.2746209973847278e-07,0.7433582967503348,1.499766069039759e-07,1.0597078828371329e-07,0.70658211618004,-3.5053204478147275e-08,2.6100590336034942e-08,0.5239756721067503,2.1491311454759684e-08,0.7433582967503348,False,11,11.0,601811.0,0.8405106124878428,0.7433582967503348,0.8634467480467888,0.8511748439180158,0.10942224708850766,9.272130232000109,1417992.0,0.12533721561719302,network_6008_rotation_1.npz,3bf870954b66871061f0d606454ed09aa682492481cc798d5c9f9956113a0e59,e0eb5997e22607133ab6e5f2ba162a5ac2ea2ddcb8e7ffe919f707e9e8ddfe49,0.3352200883867242,0.7013215584621983,0.5508404382740727,0.5223630785690866,0.6988262122562672,0.13969406011224647,0.6498005347605201,0.9189236614712738,0.6475207633905876,0.3400366228511546,0.008981642034881193,0.08948178504309076,0.9366856311823769
6008,2,zero,0.5,1.592286260606574e-07,1.9091104631714027e-07,1.198974399517921,1.3773731460589512e-07,1.6941973486237627e-07,1.230020603691406,3.4909651268150953e-09,2.4700490002852688e-08,-0.055664992152521,2.1491311454759684e-08,1.1020754608431471,True,97,97.0,601811.0,1.198974399517921,1.1020754608431471,1.1292509435903775,1.2757772376011047,0.15400037524319707,8.640248773999929,1417992.0,0.13497140549697811,network_6008_rotation_2.npz,25d4add52ce9c7fa41dd95def552353e9e49a95f086a3cb5b17504cb6244398f,e0eb5997e22607133ab6e5f2ba162a5ac2ea2ddcb8e7ffe919f707e9e8ddfe49,0.6516725084417474,0.3955138187014881,0.6667413899692259,0.2647575521042442,0.38810554249532686,0.3101584117177521,0.3725931303389322,0.9169767667877816,0.7105396444024608,0.331703095528284,0.28503932660072695,-0.06666143176872487,0.9345128305114719
6009,0,zero,0.5,5.378567558396767e-07,8.026037871205166e-07,1.492225910349549,4.6096899050743814e-07,7.257160217882784e-07,1.574327203635552,9.253605989167136e-08,7.967491149749723e-08,-0.4470096459262948,7.688776533223729e-08,1.2021701446710635,True,3,3.0,601911.0,1.492225910349549,1.2021701446710635,1.3611292047949837,1.3971156422504056,0.066107441804895,9.033399147999944,1413732.0,0.14295212339985156,network_6009_rotation_0.npz,0a72c81a328b00b02847e7a4a630ed27bad45c35dad36af0610032736bdb6797,c860d1422e20d01a4ffc075b17087a3752d9ded6619e4d4e6957c63dd1fe6b2f,0.2012872818927812,0.553886525012377,0.7857696000789337,0.17290742900164538,0.26487361986820296,0.9300469222162794,0.1293099162299592,0.9532651815725306,0.8697560325909688,0.46402140145820553,0.4699713065044984,0.27827119457803645,0.977683854883538
6009,1,zero,0.5,3.44456007566616e-07,2.757799304978548e-07,0.8006245338732273,2.675682422343766e-07,1.9889216516561246e-07,0.7433324803598803,-7.068696147070695e-08,7.269784587265262e-08,0.4466955855924566,7.688776533223729e-08,1.290708030835199,True,11,11.0,601911.0,0.8006245338732273,1.290708030835199,0.8485914462754951,0.7715525053881434,0.19457930647804655,8.132514670000091,1417812.0,0.22321505110450893,network_6009_rotation_1.npz,4055efa906a03a86c237d65e8ac6c72ce634755c9c1da81ef72b3e9727a9b979,c860d1422e20d01a4ffc075b17087a3752d9ded6619e4d4e6957c63dd1fe6b2f,0.12832185794657247,-0.09500188030886088,0.5194101675279399,0.26993568846502003,0.3907414265562785,0.8341285153090896,0.45240822065430086,0.9386621360141817,0.8162753912480453,-0.17442859489124007,-0.09229901136966204,0.19661719146873283,0.8825980695869654
6009,2,zero,0.5,3.960275357507425e-07,4.897302053276742e-07,1.2366064506077872,3.191397704185054e-07,4.1284243999543353e-07,1.2936101303013745,8.311861719162742e-09,7.707894613860625e-08,-0.0475737880811076,7.688776533223729e-08,1.2238845566821372,True,97,97.0,601911.0,1.2366064506077872,1.2238845566821372,1.1530661592107474,1.1525674966680306,0.1081951185614954,7.391436793999901,1417812.0,0.19414752357177006,network_6009_rotation_2.npz,83ea266505b01aaebce92f803970f7e6ae22b8d743a69911a2efd9354e741a38,c860d1422e20d01a4ffc075b17087a3752d9ded6619e4d4e6957c63dd1fe6b2f,-0.14913669962115836,0.04326583322623528,0.8713587407058015,0.21417010865336744,0.3347434950632444,0.8719931598200206,0.19268794404323075,0.9411912245149991,0.7946684370783483,0.3287001226551018,0.31458876906315975,0.26561794065526845,0.9555057814305098
