config,mode,unshrunk_gain,unshrunk_wins,unshrunk_worst,global_alpha,global_shrink_gain,global_shrink_ci,global_shrink_wins,global_shrink_worst,lono_alpha_mean,lono_shrink_gain,lono_shrink_ci,lono_shrink_wins,lono_shrink_worst
harm_k2_d6_8|ridge=1|rank=4,cf4,1.0136788096933194,4,2.4290696362196904,2.0,1.027135119144663,"[0.8235641318798994, 1.2193569789782541]",4,3.827182440913287,2.0,1.027135119144663,"[0.8496055995876645, 1.1887557059457883]",4,3.827182440913287
harm_k2_d6_8|ridge=1|rank=full,cf4,1.0136788096933194,4,2.4290696362196904,2.0,1.027135119144663,"[0.8426505146422202, 1.1864038087350317]",4,3.827182440913287,2.0,1.027135119144663,"[0.8340980006340805, 1.1864038087350322]",4,3.827182440913287
harm_k8_d6_8_10|ridge=1|rank=full,cf4,1.014312896289033,4,3.7065048515622667,2.0,1.0269711042795102,"[0.6888493812853553, 1.4046423740720029]",4,6.24072781738022,2.0,1.0269711042795102,"[0.6104582446181464, 1.3853922906105363]",4,6.24072781738022
harm_k4_d6_8|ridge=1|rank=full,cf4,1.0139622022971393,6,2.7944550879781134,2.0,1.0268802885274508,"[0.6736753332308384, 1.3712011461913198]",6,4.536080918467359,2.0,1.0268802885274508,"[0.6068304131980135, 1.3702195110898228]",6,4.536080918467359
harm_k4_d6_8|ridge=1|rank=8,cf4,1.0139622022971393,6,2.7944550879781134,2.0,1.0268802885274508,"[0.6851161758701979, 1.3642160776465233]",6,4.536080918467359,2.0,1.0268802885274508,"[0.6949974416387061, 1.3548324550421573]",6,4.536080918467359
sigtanh_k4_hp|ridge=1|rank=2,full,1.0136088452297654,5,1.2793427606250174,2.0,1.02678235315068,"[0.7472570680069176, 1.2569187289733827]",5,1.5296270864086265,2.0,1.02678235315068,"[0.7504238297883743, 1.2832124832980936]",5,1.5296270864086265
harm_k2_d6_8|ridge=1|rank=2,cf4,1.013235092732947,5,2.2347999247950825,2.0,1.0262830246413603,"[0.8426713183057277, 1.1993429405365725]",5,3.439531367822536,2.0,1.0262830246413603,"[0.8369592687828123, 1.2029919182155475]",5,3.439531367822536
tanh_k4_hp|ridge=0.1|rank=8,cf4,1.0140208501726344,5,1.2815272117923855,2.0,1.025833979918578,"[0.3944753506690815, 1.6732002805821318]",5,1.5474718428845375,2.0,1.025833979918578,"[0.44228822402351514, 1.666929274733852]",5,1.5474718428845375
sigtanh_k4_hp|ridge=1e-05|rank=4,full,1.0137417474336625,6,3.162853228951134,2.0,1.025449543655114,"[0.49121310018818626, 1.4571013520263623]",6,5.260627047044343,2.0,1.025449543655114,"[0.47858895801987833, 1.4954606863437414]",6,5.260627047044343
sigmoid_k4_hp|ridge=1|rank=4,cf4,1.0130038321344697,4,1.0381860495497888,2.0,1.0253595438030538,"[0.6496615285485458, 1.4046636861193313]",4,1.0804615046487713,2.0,1.0253595438030538,"[0.6482335168753377, 1.3758610062831986]",4,1.0804615046487713
tanh_k4_hp|ridge=1|rank=2,cf4,1.01268802539646,4,1.0326524723726553,2.0,1.0251894842462401,"[0.6525433706179777, 1.3797964516524497]",4,1.064087424615134,2.0,1.0251894842462401,"[0.636594419639569, 1.4701315167827547]",4,1.064087424615134
sigtanh_k2_hp|ridge=1e-05|rank=2,full,1.0129133829235482,7,2.65829320625461,2.0,1.0249384617408592,"[0.7942759443160822, 1.253507525784642]",7,4.265488097650532,2.0,1.0249384617408592,"[0.7694136071062019, 1.2721167362260193]",7,4.265488097650532
tanh_k4_hp|ridge=1|rank=2,full,1.0124948215064358,5,1.0353712549736096,2.0,1.0248768981692802,"[0.7929656604583921, 1.2790475345876602]",5,1.0717697307648888,2.0,1.0248768981692802,"[0.7819305419007762, 1.2489598602125556]",5,1.0717697307648888
sigmoid_k4_hp|ridge=1|rank=4,full,1.0124453416546884,5,1.261240427165864,2.0,1.0245191624977374,"[0.8212546842829754, 1.2456153650701929]",5,1.4991416016678227,2.0,1.0245191624977374,"[0.8004803973718081, 1.2622724114402837]",5,1.4991416016678227
tanh_k4_hp|ridge=0.1|rank=2,full,1.0124799903775825,5,2.330170553485091,2.0,1.024379980404716,"[0.7084622910555534, 1.2938376765234036]",5,3.612643024859402,2.0,1.024379980404716,"[0.7455442533691983, 1.2641883187807879]",5,3.612643024859402
sigtanh_k2_hp|ridge=1e-08|rank=4,cf4,1.0543756272019544,4,1.0909757563433384,2.0,1.0975285271877777,"[0.39272283943550534, 1.7647974706320337]",4,1.1973198614175518,1.8211287261278304,1.0243688557515251,"[0.4818137433354903, 1.4771068619899057]",4,1.1973198614175518
sigtanh_k4_hp|ridge=1e-05|rank=full,full,1.0139965645458027,6,3.547442647360559,2.0,1.0239287784735775,"[0.5455618276317346, 1.5457082645783784]",6,5.921086265768441,2.0,1.0239287784735775,"[0.5541852839199324, 1.4219456247186821]",6,5.921086265768441
sigmoid_k4_hp|ridge=0.1|rank=4,cf4,1.0128868827851167,4,1.0616216365992415,2.0,1.0238939455422895,"[0.48971960920829977, 1.5413607971878935]",4,1.1317130135592888,2.0,1.0238939455422895,"[0.5375711022965299, 1.4613974040056712]",4,1.1317130135592888
sigmoid_k4_hp|ridge=1|rank=2,cf4,1.012167236288866,4,1.0331650836586446,2.0,1.023878166874179,"[0.676195736908968, 1.3333232578164624]",4,1.0694900299897834,2.0,1.023878166874179,"[0.7005215625601326, 1.3119572841805285]",4,1.0694900299897834
sigmoid_k4_hp|ridge=1|rank=2,full,1.0118816379706068,5,1.2170649883565259,2.0,1.0234389179688959,"[0.7983757268215781, 1.2353137786057171]",5,1.4112352187487167,2.0,1.0234389179688959,"[0.821271875784681, 1.2223046710367662]",5,1.4112352187487167
sigtanh_k4_hp|ridge=1|rank=2,cf4,1.011983736566095,4,1.0370269635050173,2.0,1.0232240833030313,"[0.5844687566237927, 1.4387959658153573]",4,1.071928269306163,2.0,1.0232240833030313,"[0.5845456241697279, 1.4144977717474185]",4,1.071928269306163
sigtanh_k2_hp|ridge=0.001|rank=2,cf4,0.9861401638339211,3,1.4993255240873677,-2.0,1.0227868626153487,"[0.8859414552044845, 1.1535757098364023]",5,1.009929556067417,-2.0,1.0227868626153487,"[0.8717258720228274, 1.1727693909720813]",5,1.009929556067417
harm_k8_d6_8|ridge=0.1|rank=8,cf4,1.0218742648180683,5,5.314120792979559,2.0,1.036404107543116,"[0.3555862743969866, 1.593186130177261]",5,9.393394768039533,1.88255231346371,1.0223585917414633,"[0.5638682132384689, 1.472293439157476]",5,8.51829057572776
sigtanh_k4_hp|ridge=0.001|rank=4,full,1.0119600081991906,6,3.7701319709102115,2.0,1.0218078362572953,"[0.5834180242298739, 1.3681296024492138]",6,6.34593308491749,2.0,1.0218078362572953,"[0.593327661907224, 1.361824132949361]",6,6.34593308491749
sigtanh_k2_hp|ridge=0.001|rank=4,cf4,0.9865234161109777,3,2.066511107756428,-2.0,1.021780018667324,"[0.8713851508371696, 1.163489090549747]",5,1.015264863614226,-1.9962476503482787,1.0215070277299056,"[0.884933461162911, 1.186069147583997]",5,1.015264863614226
sigmoid_k4_hp|ridge=0.1|rank=2,cf4,1.0111470860730492,3,1.0403398403944073,2.0,1.0209175589239663,"[0.5742947570915985, 1.4293278231310886]",2,1.078252024053336,2.0,1.0209175589239663,"[0.5592323445948679, 1.4788982531837593]",2,1.078252024053336
sigtanh_k4_hp|ridge=1e-05|rank=2,full,1.0109467752137615,6,2.467971558446164,2.0,1.020801956894999,"[0.707712498620109, 1.2612728229457926]",6,3.884204959108428,2.0,1.020801956894999,"[0.7395399622195773, 1.2733637479855089]",6,3.884204959108428
harm_k8_d6_8|ridge=0.1|rank=full,full,1.068080471729992,5,8.64629625230122,2.0,1.1092314444046458,"[-0.1007813813386388, 2.2363221044257715]",5,15.054985614264114,1.8073221476673567,1.0203980727584774,"[0.10799318896382597, 1.8329351101338534]",5,15.054985614264114
harm_k8_d6_8|ridge=0.1|rank=16,full,1.0680804717299917,5,8.64629625230122,2.0,1.1092314444046452,"[0.07605370759561506, 2.2535236171337854]",5,15.054985614264114,1.8073221476673549,1.0203980727584767,"[0.1680150348540112, 1.85995877623127]",5,15.054985614264114
tanh_k8_hp|ridge=1|rank=full,cf4,1.0102327475351278,4,1.020915989471903,2.0,1.0197149705731783,"[0.736094096814737, 1.312496992987541]",4,1.0425529911390223,2.0,1.0197149705731783,"[0.7483569004307591, 1.3714580623606412]",4,1.0425529911390223
tanh_k8_hp|ridge=1|rank=16,cf4,1.010157272235888,4,1.0207623156025738,2.0,1.019568230753757,"[0.7206877804604456, 1.3164824580032493]",4,1.0422430417896988,2.0,1.019568230753757,"[0.7265061601969154, 1.3907701010291265]",4,1.0422430417896988
harm_k4_d6_8|ridge=1|rank=4,cf4,1.0102924144706422,6,2.5783099484266456,2.0,1.0194995992784082,"[0.6588919672441279, 1.3101645129912762]",6,4.108779882189324,2.0,1.0194995992784082,"[0.7044748082073058, 1.2885949650222148]",6,4.108779882189324
harm_k8_d6_8_10|ridge=10|rank=16,full,1.0093593579023572,6,2.226070518891823,2.0,1.0186330933250733,"[0.867616088827695, 1.1609203366225416]",6,3.423583229836327,2.0,1.0186330933250733,"[0.8790356156782266, 1.16215230760018]",6,3.423583229836327
harm_k8_d6_8_10|ridge=10|rank=full,full,1.0093476635821053,6,2.225176120502329,2.0,1.0186090897540485,"[0.8579009631475383, 1.1537673030414726]",6,3.4217859508883004,2.0,1.0186090897540485,"[0.8478859863045676, 1.1410902687800193]",6,3.4217859508883004
tanh_k8_hp|ridge=1|rank=8,cf4,1.0095774696426794,4,1.0193399953745412,2.0,1.0184804816539677,"[0.7097420526405234, 1.3400722496905542]",4,1.0393903463825733,2.0,1.0184804816539677,"[0.7360139466053915, 1.3345147190174882]",4,1.0393903463825733
harm_k8_d6_8|ridge=1|rank=4,cf4,1.0097532822693833,4,3.333402498865663,2.0,1.0184179963434725,"[0.8079288172872287, 1.2177275529823222]",4,5.5751129946800555,2.0,1.0184179963434725,"[0.8010999853672817, 1.2324636387832375]",4,5.5751129946800555
harm_k8_d6_8_10|ridge=10|rank=8,full,1.009188928740658,6,2.2454342221322126,2.0,1.018288950566247,"[0.8415858421918948, 1.1521195466848035]",6,3.46238380712204,2.0,1.018288950566247,"[0.8677488931050586, 1.1553340107900871]",6,3.46238380712204
sigtanh_k4_hp|ridge=0.1|rank=2,full,1.0096162922904877,5,3.620839292611196,2.0,1.0179555720291165,"[0.7153247426481705, 1.2857878625800805]",5,6.128357276096019,2.0,1.0179555720291165,"[0.6931782447280314, 1.3329102127453987]",5,6.128357276096019
harm_k8_d6_8_10|ridge=10|rank=4,full,1.008723468821149,6,2.248258583530907,2.0,1.0173517540773542,"[0.856977846066257, 1.1473215698825099]",6,3.468720740187493,2.0,1.0173517540773542,"[0.8848464503471972, 1.1473134028965353]",6,3.468720740187493
harm_k8_d6_8|ridge=10|rank=full,full,1.0081150023038894,6,1.7633045746893166,2.0,1.016194309850792,"[0.91072713770074, 1.1143944973486406]",6,2.512556454166041,2.0,1.016194309850792,"[0.91696873187601, 1.11352383601235]",6,2.512556454166041
harm_k8_d6_8|ridge=10|rank=16,full,1.0081150023038894,6,1.7633045746893135,2.0,1.016194309850792,"[0.9050746752587937, 1.1131847417154743]",6,2.5125564541660315,2.0,1.016194309850792,"[0.916966106765974, 1.1132452408984628]",6,2.5125564541660315
harm_k8_d6_8_10|ridge=10|rank=2,full,1.0081369504814077,6,2.2466789564790424,2.0,1.016169552150761,"[0.880706747059636, 1.140806848443174]",6,3.466090583108691,2.0,1.016169552150761,"[0.8657278212693406, 1.1446661948527208]",6,3.466090583108691
sigtanh_k8_hp|ridge=10|rank=16,full,1.0079763788260512,5,1.1582817431274772,2.0,1.0159297918813606,"[0.8910350301489053, 1.1365988944553538]",5,1.3014772491773974,2.0,1.0159297918813606,"[0.894378334247022, 1.1374392754454907]",5,1.3014772491773974
sigtanh_k8_hp|ridge=10|rank=full,full,1.0079723293595577,5,1.1562052170832158,2.0,1.015921401562025,"[0.8923878483202055, 1.1374146004913561]",5,1.2973141203576353,2.0,1.015921401562025,"[0.8888415392118236, 1.1371208352922029]",5,1.2973141203576353
