config,mode,gain,wins,worst,alpha,shrink_gain,shrink_wins,shrink_worst,ci
harm6810_k2|ridge=0.0001,cf4,0.9855768689810616,1,1.0475798821432938,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k2|ridge=0.01,cf4,0.9879662873395654,2,1.039050133782423,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k2|ridge=0.1,cf4,0.9967448784890713,2,1.020236791569124,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k8|ridge=1,full,0.998120125928602,4,1.0114286973678934,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k2|ridge=0.01,cf4,0.9941274960708942,2,1.034145316130495,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k8|ridge=10,full,0.9995627117619965,4,1.0023366015638293,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k8|ridge=100,full,0.999950320285973,4,1.0002613356576062,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k16|ridge=0.01,cf4,0.9823520164813764,1,1.0856148468589022,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k16|ridge=0.0001,cf4,0.978714831709452,1,1.1072792632716195,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k4|ridge=0.1,full,0.9986483378861667,5,1.020656484982541,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k4|ridge=1,full,0.9979761144589792,4,1.011783725148859,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k4|ridge=10,full,0.999533324553652,4,1.0024113578811629,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k16|ridge=0.1,cf4,0.9951119887327183,2,1.0173692567631794,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k4|ridge=100,full,0.9999470021436143,4,1.0002697652002843,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k8|ridge=0.1,full,0.9989733591573403,5,1.02003315218629,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k2|ridge=1,full,0.997840943820583,5,1.0114558296720815,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k2|ridge=0.1,full,0.9983999681802495,6,1.0193574317538339,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k2|ridge=10,full,0.9995049210062934,5,1.0023491697603837,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k2|ridge=100,full,0.9999437992300326,5,1.0002627073427826,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k2|ridge=0.01,cf4,0.9939891528319275,2,1.0332837238541166,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k2|ridge=1,cf4,0.9978658548252715,3,1.0190533990999204,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k2|ridge=0.1,cf4,0.9957365810687424,2,1.0259160972161634,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k2|ridge=1e-08,cf4,0.9937290865596349,2,1.0343086065295064,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k4|ridge=0.01,cf4,0.9955687525544018,3,1.0369047415510244,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k4|ridge=0.0001,cf4,0.9953326603189537,3,1.0379813135280602,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k16|ridge=0.01,cf4,0.9961518753283994,4,1.0413115349774251,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k16|ridge=0.1,cf4,0.9976362118001681,3,1.03325561783199,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k16|ridge=1e-08,cf4,0.9959269359190646,4,1.042423855722896,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k16|ridge=0.0001,cf4,0.9959292612056749,4,1.0424124646991686,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k4|ridge=1e-08,cf4,0.9856593456175206,2,1.0512351924202519,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k8|ridge=0.0001,cf4,0.9781933081354353,1,1.1084728314621561,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k8|ridge=0.01,cf4,0.981841236427121,1,1.0867683252138238,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k8|ridge=0.1,cf4,0.9946947197720998,2,1.0183340837304673,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k8|ridge=1e-08,cf4,0.9781503420271945,1,1.1087322919429679,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=0.1,full,0.9971875081594738,4,1.0251471564119807,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=1,full,0.9975963823088941,3,1.0169300693466619,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k2|ridge=0.0001,cf4,0.9937317736246084,2,1.0342981028788734,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=10,full,0.9994343485156645,3,1.0039225490015555,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=100,full,0.9999348566103613,3,1.000451676555294,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=1,full,0.9980445645321031,4,1.0116478713710737,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=0.1,full,0.9990347731856203,6,1.0202483751510507,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=100,full,0.9999480680631723,4,1.0002672225937328,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=1e-08,full,0.9909123570451259,4,1.0511243472676381,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=1,full,0.9977800194865348,4,1.017932880261497,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=10,full,0.9995430901514537,4,1.0023879711038912,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=10,full,0.9991308181445849,4,1.005489802571418,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=100,full,0.9998873912633229,4,1.0006925655242973,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=100,full,0.9998785621669866,3,1.0006749137032773,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=1e-08,full,0.9926001925693707,5,1.0489225380547675,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=1e-08,full,0.9928019042712686,5,1.0524644817579185,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=1,full,0.9976355111524831,4,1.0182468555551505,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=10,full,0.9990953424812853,3,1.0055771123919244,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=0.1,full,0.9997554980215575,5,1.021774847998129,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=100,full,0.9998830185332901,3,1.0007035003051783,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k2|ridge=1e-08,cf4,0.9855490905774071,1,1.0476790928205997,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k4|ridge=0.01,cf4,0.9881388824744622,2,1.0424659848970061,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k4|ridge=0.0001,cf4,0.9856878351174011,2,1.051134431082258,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=1e-08,cf4,0.9927813810641893,2,1.0449833814238831,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=0.0001,cf4,0.9939400661171196,4,1.0479009308722582,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=0.01,cf4,0.9941862076255918,3,1.038402292027088,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm6810_k4|ridge=0.1,cf4,0.9971372480906009,2,1.0155476378054573,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=1,cf4,0.9971903886617489,4,1.0222198435603087,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=1e-08,cf4,0.9953991401771474,4,1.0449311896688145,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=0.0001,cf4,0.9927932264966604,2,1.0447744093282005,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=0.01,cf4,0.993526100665246,2,1.0347910833060356,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=0.1,cf4,0.9947540415794712,2,1.0315022956897129,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=1,cf4,0.9972566859749132,3,1.0213021640362667,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k8|ridge=1e-08,cf4,0.9954134859241729,4,1.0428206156702464,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=0.1,cf4,0.9947959818846989,3,1.0332489339098143,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=0.01,cf4,0.9949388371080986,4,1.0382707199995467,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=0.1,cf4,0.9947611333532501,3,1.0337984364498303,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=1,cf4,0.9970568737518347,4,1.022687835840894,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k8|ridge=1,full,0.9976113028497885,3,1.0165260146269586,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k8|ridge=10,full,0.9994376508600786,3,1.0038289829360596,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k8|ridge=100,full,0.9999352102354996,3,1.0004409333684159,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k16|ridge=1,full,0.9977664871583497,4,1.018280624788591,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=0.1,full,0.9970405056457162,4,1.0248414847083807,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=1,full,0.9975665687103453,3,1.0166279900446558,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=10,full,0.9994279734316018,3,1.003852032096984,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k4|ridge=100,full,0.999934102437713,3,1.0004435912982277,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k8|ridge=0.1,full,0.9971491323357927,5,1.0246307559760295,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=0.01,full,0.9998166762656092,5,1.0229341892345525,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=0.1,full,0.9969512654028622,4,1.0232548915406823,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=1,full,0.9975215701989701,2,1.015775158949875,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k16|ridge=0.0001,cf4,0.9953911371595614,4,1.0447241675454075,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=10,full,0.9994168111769315,3,1.0036608939805423,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigmoid_k2|ridge=100,full,0.999932785148465,3,1.0004216759579236,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k4|ridge=0.1,cf4,0.9971432366296795,3,1.0290631634341818,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k4|ridge=1e-08,cf4,0.9953301906104833,3,1.0379924578149269,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k8|ridge=0.0001,cf4,0.9954159536738496,4,1.0428090717179999,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k8|ridge=0.01,cf4,0.9956523096588445,4,1.041693417653009,0.0,1.0,0,1.0,"[1.0, 1.0]"
harm68_k8|ridge=0.1,cf4,0.9972352860424357,3,1.0335337620604834,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=0.1,cf4,0.9949946383206496,3,1.0355383938263232,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=1,cf4,0.9965327238363944,4,1.0245978630290713,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=1e-08,cf4,0.9750754163989366,2,1.1073922942498982,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=0.0001,cf4,0.9934597249755559,4,1.0538577474100514,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=0.01,cf4,0.9952676947445986,4,1.040387259060211,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=0.01,cf4,0.9936071589042971,2,1.039077102231059,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=0.1,cf4,0.9943802262765389,2,1.0325450899784767,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=1,cf4,0.9964321466535588,3,1.023726814576989,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=1e-08,cf4,0.9770231335492111,2,1.103157434699581,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=0.0001,cf4,0.9928308615347567,4,1.0559468460307941,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k4|ridge=0.01,cf4,0.9945848985811989,4,1.0420344665429335,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k16|ridge=0.0001,cf4,0.9943339205110817,4,1.053074654029844,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k16|ridge=0.01,cf4,0.9958997175439049,4,1.0399797333277212,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k16|ridge=0.1,cf4,0.9956900615164631,4,1.0354472482445864,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k16|ridge=1,cf4,0.9965006741080996,3,1.0249731527825332,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k16|ridge=1e-08,cf4,0.9775531290238055,2,1.1081557989584183,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k2|ridge=0.0001,cf4,0.992041289593647,2,1.0542385275893955,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=1,cf4,0.9964181521961023,3,1.0246966839515783,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k8|ridge=1e-08,cf4,0.9954799407585846,4,1.0409926150692546,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=0.1,cf4,0.9953154575781985,3,1.0355104337081398,0.0,1.0,0,1.0,"[1.0, 1.0]"
sigtanh_k8|ridge=1e-08,cf4,0.9765438608130881,2,1.110594757319365,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=0.0001,cf4,0.9961354806289047,4,1.0405060990984212,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=0.01,cf4,0.9961612426921111,4,1.0377010208368351,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=0.1,cf4,0.9960591779211937,3,1.0291092115174887,0.0,1.0,0,1.0,"[1.0, 1.0]"
tanh_k16|ridge=1,cf4,0.9978934511157974,4,1.0191478576174675,0.0,1.0,0,1.0,"[1.0, 1.0]"
