network_id,rotation,baseline_urisk,baseline_pmse,target_noise_mse,anchor_half_correction_relerr,seconds,anchor_half_correction_cosine,zero_urisk,zero_pmse,full_exact_lower_urisk,full_exact_lower_pmse,exact_rank1_urisk,exact_rank1_pmse,exact_rank2_urisk,exact_rank2_pmse,exact_rank4_urisk,exact_rank4_pmse,exact_rank8_urisk,exact_rank8_pmse,exact_rank12_urisk,exact_rank12_pmse,legal_oracle_coeff_urisk,legal_oracle_coeff_pmse,legal_predicted_coeff_urisk,legal_predicted_coeff_pmse,exact_subspace_predicted_coeff_urisk,exact_subspace_predicted_coeff_pmse,direct_anchor_vector_learner_urisk,direct_anchor_vector_learner_pmse,frozen_template_learned_scalar_urisk,frozen_template_learned_scalar_pmse,pooled_rank_urisk,pooled_rank_pmse,beta_oracle_coeff_urisk,beta_oracle_coeff_pmse,fold_oracle_coeff_urisk,fold_oracle_coeff_pmse,softgate_oracle_coeff_urisk,softgate_oracle_coeff_pmse,weightprod_oracle_coeff_urisk,weightprod_oracle_coeff_pmse,union_oracle_coeff_urisk,union_oracle_coeff_pmse,codebook_legal_select_oracle_coeff_urisk,codebook_legal_select_oracle_coeff_pmse
4403,11,-2.4540675627009733e-06,7.076099503795092e-07,3.161677513080482e-06,0.8358115602328068,2.6969265937805176,0.8175610406274354,-2.4540675627009733e-06,7.076099503795092e-07,-2.3372234208719447e-06,8.244540922085377e-07,-2.530723006533697e-06,6.309545065467858e-07,-2.474636688712992e-06,6.870408243674901e-07,-2.4772095540117745e-06,6.84467959068708e-07,-2.4054729058591264e-06,7.562046072213561e-07,-2.4050126516032167e-06,7.566648614772659e-07,-2.2221521399382895e-06,9.395253731421928e-07,-2.4781183294089144e-06,6.83559183671568e-07,-2.6916230620432103e-06,4.700544510372727e-07,-2.3697730677172603e-06,7.919044453632224e-07,-2.3598635897517036e-06,8.018139233287785e-07,-2.366091353040447e-06,7.955861600400355e-07,-2.2221521399382895e-06,9.395253731421928e-07,-2.2135674970677025e-06,9.4811001601278e-07,-2.3678286949770107e-06,7.938488181034719e-07,-2.446008399143408e-06,7.156691139370747e-07,-2.3678286949770107e-06,7.938488181034719e-07,-2.412904017736114e-06,7.487734953443691e-07
4403,97,-2.8087614814090682e-06,3.52916031671414e-07,3.161677513080482e-06,0.9554652025106248,2.642449140548706,0.7325891188391506,-2.8087614814090682e-06,3.52916031671414e-07,-2.335570093869105e-06,8.261074192113776e-07,-2.700738476251361e-06,4.609390368291219e-07,-2.5091715748618264e-06,6.525059382186561e-07,-2.361408924077409e-06,8.002685890030731e-07,-2.3557729141002956e-06,8.059045989801871e-07,-2.344077266503751e-06,8.176002465767315e-07,-2.425270225878708e-06,7.36407287201775e-07,-2.82976351862996e-06,3.319139944505224e-07,-2.9313167253648465e-06,2.3036078771563583e-07,-2.6576970777359377e-06,5.039804353445447e-07,-2.6562726719271965e-06,5.05404841153286e-07,-2.7054383030694627e-06,4.5623921001101985e-07,-2.425270225878708e-06,7.36407287201775e-07,-2.4766601470931998e-06,6.850173659872828e-07,-2.7036862831586594e-06,4.5799122992182325e-07,-2.7983925226359468e-06,3.6328499044453576e-07,-2.7036862831586594e-06,4.5799122992182325e-07,-2.756865898939252e-06,4.048116141412306e-07
4404,3,1.5035852742425435e-07,4.793108491833632e-07,3.289523217591089e-07,1.6004491662060496,3.8770675659179688,0.24767662000177343,1.5035852742425435e-07,4.793108491833632e-07,2.4392569255465425e-07,5.728780143137634e-07,3.373793838803892e-07,6.663317056394982e-07,3.1444422364241405e-07,6.43396545401523e-07,2.7014598937706024e-07,5.990983111361693e-07,2.5406235984491263e-07,5.830146816040217e-07,2.629436046846571e-07,5.918959264437661e-07,2.47444195992586e-07,5.76396517751695e-07,1.5746789827131063e-07,4.864202200304196e-07,2.004040706077556e-07,5.293563923668645e-07,2.7423422577388934e-07,6.031865475329982e-07,2.2665399599392855e-07,5.556063177530375e-07,1.507314941216706e-07,4.796838158807796e-07,2.47444195992586e-07,5.76396517751695e-07,1.7630731559523652e-07,5.052596373543455e-07,1.7319278852897738e-07,5.021451102880864e-07,1.4946475558014563e-07,4.784170773392545e-07,1.7319278852897738e-07,5.021451102880864e-07,1.4368081649774641e-07,4.726331382568554e-07
4404,11,3.259434550799557e-07,6.548957768390646e-07,3.289523217591089e-07,2.2869662939947473,7.2579545974731445,-0.15363821729450094,3.259434550799557e-07,6.548957768390646e-07,2.3558739025974664e-07,5.645397120188557e-07,2.539759434052881e-07,5.82928265164397e-07,2.42616165625002e-07,5.715684873841109e-07,2.3032396217344536e-07,5.592762839325544e-07,2.642360841207713e-07,5.931884058798803e-07,2.5218164526882005e-07,5.81133967027929e-07,2.777560312094316e-07,6.067083529685407e-07,3.353581466745638e-07,6.643104684336727e-07,4.802890934995496e-07,8.092414152586585e-07,4.6731744701846477e-07,7.962697687775736e-07,4.2645991638990815e-07,7.554122381490171e-07,2.986929895228478e-07,6.276453112819568e-07,2.777560312094316e-07,6.067083529685407e-07,2.1065591341509702e-07,5.39608235174206e-07,3.1575078771556295e-07,6.447031094746721e-07,3.2116404235935844e-07,6.501163641184675e-07,3.1575078771556295e-07,6.447031094746721e-07,3.065487994688064e-07,6.355011212279153e-07
4404,97,-1.0643952805247446e-09,3.278879264785842e-07,3.289523217591089e-07,1.645813264252535,3.301447868347168,0.192682457512971,-1.0643952805247446e-09,3.278879264785842e-07,2.5631049704807627e-07,5.852628188071853e-07,7.259002027216509e-08,4.01542342031274e-07,2.0338586011760239e-07,5.323381818767114e-07,2.3974459350385367e-07,5.686969152629627e-07,2.7708616733361633e-07,6.060384890927253e-07,2.464591166108553e-07,5.754114383699643e-07,1.2608248998397033e-07,4.5503481174307935e-07,3.911282730212418e-09,3.3286360448932133e-07,9.074881860384792e-08,4.197011403629568e-07,1.1741450323299483e-07,4.4636682499210366e-07,9.857065923941692e-08,4.275229809985258e-07,3.009772269125204e-08,3.59050044450361e-07,1.2608248998397033e-07,4.5503481174307935e-07,1.6951946503812063e-07,4.984717867972295e-07,3.438883638956205e-08,3.63341158148671e-07,7.117808784145611e-10,3.296641026375235e-07,3.4388836389562e-08,3.6334115814867095e-07,8.38008695882016e-09,3.373324087179291e-07
4405,3,3.245188395839816e-06,4.499348623668353e-06,1.2541602278285367e-06,2.0821957868562295,4.337536096572876,-0.04127385525730062,3.245188395839816e-06,4.499348623668353e-06,4.947457996664179e-06,6.201618224492717e-06,5.113456351025111e-06,6.367616578853648e-06,5.110051924943296e-06,6.3642121527718325e-06,4.623596831887243e-06,5.87775705971578e-06,4.505600223926974e-06,5.759760451755511e-06,4.953727757877133e-06,6.207887985705669e-06,4.005888458426792e-06,5.26004868625533e-06,3.155732576064091e-06,4.409892803892628e-06,3.553775959029667e-06,4.8079361868582035e-06,3.3396242586760664e-06,4.593784486504603e-06,3.3987824252220807e-06,4.6529426530506166e-06,3.6841922852302186e-06,4.938352513058756e-06,4.005888458426792e-06,5.26004868625533e-06,5.0682065918013845e-06,6.322366819629922e-06,3.5182746324170673e-06,4.772434860245604e-06,3.3922646871227783e-06,4.646424914951314e-06,3.5182746324170673e-06,4.772434860245604e-06,3.3143052681140037e-06,4.56846549594254e-06
4405,11,2.8407326693504544e-06,4.094892897178992e-06,1.2541602278285367e-06,2.2634712099298344,3.4089195728302,-0.12387036761459594,2.8407326693504544e-06,4.094892897178992e-06,4.4436325927327925e-06,5.697792820561329e-06,4.533255370853863e-06,5.7874155986824e-06,4.2263362508904905e-06,5.480496478719027e-06,4.225076970653562e-06,5.479237198482098e-06,4.373083152800077e-06,5.627243380628616e-06,4.4665277853602234e-06,5.72068801318876e-06,3.110447348395763e-06,4.3646075762242995e-06,2.75799482513504e-06,4.0121550529635765e-06,3.3464699727117406e-06,4.600630200540277e-06,2.943626910105101e-06,4.197787137933637e-06,3.0132134863570814e-06,4.267373714185618e-06,3.2600580685606353e-06,4.514218296389172e-06,3.110447348395763e-06,4.3646075762242995e-06,3.7032903314124283e-06,4.957450559240965e-06,2.959212941449489e-06,4.213373169278026e-06,2.9655174424964394e-06,4.219677670324976e-06,2.959212941449489e-06,4.213373169278026e-06,2.9613882410489028e-06,4.2155484688774395e-06
4405,97,1.9353243002584636e-06,3.189484528087e-06,1.2541602278285367e-06,1.4495848746452202,2.9234864711761475,0.35314198000566077,1.9353243002584636e-06,3.189484528087e-06,4.860478659669224e-06,6.114638887497759e-06,4.074746601247113e-06,5.328906829075649e-06,4.470831497540843e-06,5.72499172536938e-06,4.788105849071687e-06,6.042266076900225e-06,4.673456902978083e-06,5.927617130806619e-06,4.82151787730791e-06,6.075678105136446e-06,3.3147940463246366e-06,4.568954274153174e-06,1.8657307341267522e-06,3.1198909619552885e-06,1.977397695659407e-06,3.231557923487943e-06,1.9999649177154074e-06,3.2541251455439433e-06,2.0562328774133475e-06,3.3103931052418834e-06,2.747648597469648e-06,4.001808825298185e-06,3.3147940463246366e-06,4.568954274153174e-06,3.899955004510656e-06,5.154115232339192e-06,2.234915429059943e-06,3.48907565688848e-06,2.1939184906825144e-06,3.4480787185110507e-06,2.2349154290599436e-06,3.4890756568884804e-06,2.211012663620496e-06,3.465172891449033e-06
4406,3,-8.02649628757255e-08,1.3176856100794026e-07,2.1203352388366566e-07,1.3924064656241295,4.381970643997192,0.36502958166890714,-8.02649628757255e-08,1.3176856100794026e-07,1.4093369420449349e-07,3.529672180881591e-07,9.121295105430089e-08,3.0324647493796663e-07,1.17993748164509e-07,3.3002727204817463e-07,1.332355410729709e-07,3.4526906495663654e-07,1.1839653571424251e-07,3.3043005959790815e-07,1.3717907023914618e-07,3.4921259412281176e-07,8.15257471260256e-08,2.935592710096913e-07,-8.030146373092347e-08,1.317320601527423e-07,-5.161703766127506e-08,1.6041648622239063e-07,6.09515039504726e-08,2.729850278341383e-07,3.724811387722965e-08,2.4928163776089534e-07,-5.3740502533678917e-08,1.5829302134998678e-07,8.15257471260256e-08,2.935592710096913e-07,8.297134498272514e-08,2.950048688663909e-07,-3.032567580416707e-08,1.8170784807949873e-07,-5.966755979469588e-08,1.523659640889699e-07,-3.032567580416707e-08,1.8170784807949873e-07,-7.133993465372567e-08,1.4069358922994008e-07
4406,11,-3.4162609073445007e-08,1.7787091481022065e-07,2.1203352388366566e-07,1.5775335529840615,2.6597988605499268,0.23706316438009564,-3.4162609073445007e-08,1.7787091481022065e-07,1.1810894867188862e-07,3.301424725555543e-07,5.790992102916404e-08,2.6994344491282967e-07,9.662550117477831e-08,3.086590250584439e-07,9.439235550205373e-08,3.064258793857194e-07,1.5002660861639975e-07,3.620601325000654e-07,1.4348306142664822e-07,3.5551658531031385e-07,1.0245304139527485e-07,3.1448656527894043e-07,-3.18749988263124e-08,1.8015852505735328e-07,2.9526892191213144e-08,2.415604160748788e-07,1.1667704039531371e-07,3.287105642789793e-07,9.774633929927706e-08,3.097798631829427e-07,-1.2693081282457552e-08,1.9934044260120808e-07,1.0245304139527485e-07,3.1448656527894043e-07,-1.20523539087965e-08,1.999811699748692e-07,1.4210200312484396e-08,2.2624372419615012e-07,-1.8145089888133514e-08,1.938884339955322e-07,1.4210200312483622e-08,2.2624372419614933e-07,-2.7280939271076657e-08,1.84752584612589e-07
4406,97,-4.665508690758553e-08,1.6537843697608012e-07,2.1203352388366566e-07,1.4982396322588585,2.9043149948120117,0.28376103909889605,-4.665508690758553e-08,1.6537843697608012e-07,1.3930508707720368e-07,3.5133861096086926e-07,4.394457899086738e-09,2.1642798178275238e-07,8.031298603515072e-08,2.923465099188164e-07,1.1909719389552906e-07,3.3113071777919464e-07,1.3626153328250908e-07,3.4829505716617466e-07,1.1991808554432123e-07,3.3195160942798687e-07,8.943369789842635e-08,3.014672217820919e-07,-4.293809713698044e-08,1.690954267466852e-07,-2.608075983780835e-08,1.859527640458573e-07,7.060203938437705e-08,2.826355632680426e-07,5.122860135075377e-08,2.6326212523441935e-07,-2.8853582453479682e-08,1.8317994143018596e-07,8.943369789842635e-08,3.014672217820919e-07,2.8676922196271107e-08,2.4071044607993674e-07,-2.335594191126407e-08,1.8867758197240158e-07,-2.794329147568977e-08,1.840902324079759e-07,-2.335594191126407e-08,1.8867758197240158e-07,-4.0024010132623355e-08,1.720095137510423e-07
4407,3,4.730103062623079e-06,6.0047485173742835e-06,1.2746454547512051e-06,1.4501773778773306,4.423433542251587,0.510392523188113,4.730103062623079e-06,6.0047485173742835e-06,-3.118528350615015e-07,9.627926196897024e-07,8.619762510335809e-07,2.1366217057847844e-06,1.988895055412378e-07,1.473534960292442e-06,-1.5898644054511676e-07,1.1156590142060877e-06,-1.617679719304423e-07,1.112877482820762e-06,-2.5384848846773994e-07,1.0207969662834643e-06,6.42930057327402e-07,1.9175755120786074e-06,4.973645274912182e-06,6.248290729663388e-06,4.190434433231902e-06,5.465079887983107e-06,4.78319308349567e-06,6.057838538246874e-06,4.780573553975432e-06,6.055219008726636e-06,4.046812030759765e-06,5.32145748551097e-06,6.42930057327402e-07,1.9175755120786074e-06,1.3548931085063516e-06,2.629538563257556e-06,3.6169498202276006e-06,4.891595274978804e-06,4.688426426580466e-06,5.963071881331671e-06,3.6169498202276006e-06,4.891595274978804e-06,4.5029984762554235e-06,5.777643931006628e-06
4407,11,1.2945954069174336e-06,2.5692408616686387e-06,1.2746454547512051e-06,2.383641115917882,3.2509384155273438,-0.22121059039292204,1.2945954069174336e-06,2.5692408616686387e-06,-3.143335339199802e-07,9.603119208312237e-07,-2.367793052883748e-07,1.0378661494628298e-06,-2.313366393730477e-07,1.0433088153781567e-06,-3.2546914414171675e-07,9.491763106094877e-07,-3.257135857085761e-07,9.489318690426284e-07,-1.8209379388015702e-07,1.0925516608710467e-06,-1.454313279552546e-07,1.1292141267959506e-06,1.4263193138605438e-06,2.7009647686117485e-06,1.0440890445808968e-06,2.318734499332102e-06,1.3896778786632776e-06,2.6643233334144828e-06,1.4060617233168502e-06,2.6807071780680553e-06,1.1059311553438957e-06,2.380576610095101e-06,-1.454313279552546e-07,1.1292141267959506e-06,-1.0324755372084922e-07,1.1713979010303547e-06,8.649482746393311e-07,2.1395937293905354e-06,1.254665366715058e-06,2.529310821466263e-06,8.649482746393311e-07,2.1395937293905354e-06,1.21356050763332e-06,2.4882059623845246e-06
4407,97,2.4580343672195737e-06,3.7326798219707788e-06,1.2746454547512051e-06,2.051539379674932,2.8646914958953857,-0.03864196676159606,2.4580343672195737e-06,3.7326798219707788e-06,-2.3094456002808968e-07,1.0437008947231143e-06,2.543959136935953e-07,1.5290413684448e-06,1.4329447703491176e-07,1.4179399317861166e-06,8.555432231419012e-08,1.3601997770653944e-06,7.679866493646659e-08,1.3514441196876708e-06,-2.2775865730904026e-07,1.0468867974421636e-06,5.304155880474318e-07,1.805061042798637e-06,2.636370036671896e-06,3.911015491423101e-06,2.0923584028305244e-06,3.36700385758173e-06,2.535730091017355e-06,3.8103755457685605e-06,2.54080761793447e-06,3.815453072685675e-06,2.111879010086147e-06,3.386524464837352e-06,5.304155880474318e-07,1.805061042798637e-06,2.854593381254522e-07,1.5601047928766574e-06,1.5018273009432933e-06,2.7764727556944967e-06,2.3884157024337913e-06,3.6630611571849964e-06,1.5018273009432664e-06,2.77647275569447e-06,2.3006729308684583e-06,3.5753183856196626e-06
4408,3,4.6571671034768023e-07,1.5188166073472847e-06,1.0530998969996045e-06,1.790193139059922,3.9068892002105713,0.12383411464561435,4.6571671034768023e-07,1.5188166073472847e-06,4.0745134505950557e-07,1.4605512420591098e-06,1.3961203368096799e-08,1.0670611003677015e-06,7.993573891700115e-08,1.1330356359166057e-06,1.4683106348008532e-07,1.1999309604796898e-06,3.403681942548093e-07,1.3934680912544134e-06,4.0511428819899916e-07,1.4582141851986034e-06,9.718543776938504e-08,1.1502853347689896e-06,4.228510307259508e-07,1.4759509277255556e-06,6.818505403704591e-07,1.7349504373700638e-06,5.99660223516643e-07,1.6527601205162476e-06,5.630810430920036e-07,1.6161809400916085e-06,4.298317049816856e-07,1.4829316019812902e-06,9.718543776938504e-08,1.1502853347689896e-06,5.147728502215759e-07,1.5678727472211804e-06,3.51372253415286e-07,1.404472150414891e-06,4.613817383955083e-07,1.514481635395113e-06,3.5137225341528593e-07,1.404472150414891e-06,4.532614983685085e-07,1.5063613953681132e-06
4408,11,1.4258412525066869e-07,1.1956840222502734e-06,1.0530998969996045e-06,2.147378134979712,2.7674472332000732,-0.07095444470412321,1.4258412525066869e-07,1.1956840222502734e-06,4.3495423403909784e-07,1.4880541310387021e-06,-1.678154421479632e-07,8.852844548516415e-07,1.980543081359805e-07,1.251154205135585e-06,3.640927718638478e-07,1.417192668863452e-06,3.973973551568086e-07,1.4504972521564128e-06,4.1554948125726467e-07,1.4686493782568689e-06,7.951303031364156e-08,1.132612927313246e-06,1.0753258183584032e-07,1.160632478835445e-06,2.389614110396137e-07,1.2920613080392186e-06,2.732891694749377e-07,1.3263890664745424e-06,2.3674877343374524e-07,1.28984867043335e-06,1.5312221147058613e-07,1.2062221084701909e-06,7.951303031364156e-08,1.132612927313246e-06,1.2477007965591383e-07,1.1778699766555185e-06,1.092414175713237e-07,1.1623413145709284e-06,1.3471448139366004e-07,1.1878143783932648e-06,1.092414175713237e-07,1.1623413145709284e-06,1.5585799546093977e-07,1.2089578924605444e-06
4408,97,6.744375707315947e-07,1.7275374677311991e-06,1.0530998969996045e-06,2.030498090674999,2.812756299972534,-0.016261135157130374,6.744375707315947e-07,1.7275374677311991e-06,4.4945250317364754e-07,1.5025524001732516e-06,1.6128238779590527e-07,1.2143822847955097e-06,2.908266296379694e-07,1.3439265266375738e-06,4.648449768483026e-07,1.5179448738479066e-06,4.0758782021196125e-07,1.4606877172115656e-06,4.219959025787665e-07,1.4750957995783708e-06,4.191940066162202e-07,1.4722939036158242e-06,6.268000928034022e-07,1.6798999898030066e-06,7.63923477272246e-07,1.8170233742718506e-06,8.328809436954618e-07,1.8859808406950665e-06,7.93880647624105e-07,1.8469805446237097e-06,5.619389453000809e-07,1.6150388422996852e-06,4.191940066162202e-07,1.4722939036158242e-06,3.838790295309209e-07,1.4369789265305253e-06,6.245779790663786e-07,1.6776778760659829e-06,6.707578696107861e-07,1.7238577666103904e-06,6.245779790663769e-07,1.6776778760659812e-06,6.027918647186268e-07,1.6558917617182312e-06
4409,3,-5.356893428226548e-07,1.1520814544734086e-06,1.6877707972960634e-06,2.164737370131344,4.491336107254028,-0.08237982499992563,-5.356893428226548e-07,1.1520814544734086e-06,-4.751592282195932e-07,1.2126115690764705e-06,-5.541410610404308e-07,1.1336297362556328e-06,-5.652740149193734e-07,1.1224967823766902e-06,-6.559072783362064e-07,1.0318635189598571e-06,-5.670648690121515e-07,1.120705928283912e-06,-5.023574047360288e-07,1.1854133925600347e-06,-4.4246991221860217e-07,1.2453008850774615e-06,-5.467499898070353e-07,1.141020807489028e-06,-5.146689944885844e-07,1.1731018028074789e-06,-3.234995999391481e-07,1.3642711973569156e-06,-2.158688185510271e-07,1.4719019787450366e-06,-6.23311358978651e-07,1.0644594383174126e-06,-4.4246991221860217e-07,1.2453008850774615e-06,-5.897067047360422e-07,1.0980640925600212e-06,-4.877228834509746e-07,1.2000479138450888e-06,-4.949992658169416e-07,1.192771531479122e-06,-4.877228834509746e-07,1.2000479138450888e-06,-5.780956074699189e-07,1.1096751898261445e-06
4409,11,-1.0759580823302032e-06,6.118127149658601e-07,1.6877707972960634e-06,2.0899597290503276,2.7363829612731934,-0.04441048794756948,-1.0759580823302032e-06,6.118127149658601e-07,-4.733784535900734e-07,1.2143923437059901e-06,-9.030221374576644e-07,7.847486598383989e-07,-9.60275503814693e-07,7.274952934813704e-07,-6.385679250561792e-07,1.0492028722398843e-06,-5.88474531333738e-07,1.0992962659623257e-06,-5.092753572647141e-07,1.1784954400313491e-06,-9.39411016352681e-07,7.483597809433824e-07,-1.0921039378734617e-06,5.956668594226017e-07,-1.1051792471975414e-06,5.82591550098522e-07,-8.796492279612278e-07,8.081215693348358e-07,-8.041778899435922e-07,8.835929073524713e-07,-1.061655347876747e-06,6.261154494193164e-07,-9.39411016352681e-07,7.483597809433824e-07,-8.378569812789676e-07,8.499138160170957e-07,-1.0543952926541132e-06,6.3337550464195e-07,-1.0172721787387604e-06,6.70498618557303e-07,-1.0543952926541132e-06,6.3337550464195e-07,-1.0782782278028375e-06,6.094925694932259e-07
4409,97,-2.3751307935051887e-07,1.4502577179455445e-06,1.6877707972960634e-06,1.6259824206085922,2.9331865310668945,0.2120395114040133,-2.3751307935051887e-07,1.4502577179455445e-06,-4.466040755568787e-07,1.2411667217391849e-06,-7.653465841814942e-07,9.224242131145693e-07,-6.561169975986864e-07,1.031653799697377e-06,-8.309630073353074e-07,8.568077899607562e-07,-6.379812849644302e-07,1.0497895123316333e-06,-5.386972507562863e-07,1.1490735465397774e-06,-4.90270375271808e-07,1.1975004220242554e-06,-3.129056470483529e-07,1.3748651502477107e-06,-1.4601044688572724e-07,1.541760350410336e-06,-1.131745743114974e-07,1.5745962229845663e-06,-1.3413730062485273e-08,1.6743570672335782e-06,-4.5646728942342724e-07,1.231303507872636e-06,-4.90270375271808e-07,1.1975004220242554e-06,-8.549439695615892e-07,8.328268277344742e-07,-1.5178142564455624e-07,1.5359893716515071e-06,-1.2571530931195357e-07,1.5620554879841098e-06,-1.5178142564455624e-07,1.5359893716515071e-06,-3.2751414568296256e-07,1.360256651613101e-06
4410,3,1.3838508788488497e-06,1.776257463762863e-06,3.924065849140132e-07,1.4800896621596786,3.8625919818878174,0.3307980183340145,1.3838508788488497e-06,1.776257463762863e-06,1.4500188235944815e-06,1.8424254085084946e-06,1.5837352626216095e-06,1.976141847535623e-06,1.521597119048845e-06,1.9140037039628586e-06,1.705232132985089e-06,2.0976387178991024e-06,1.3654145856195342e-06,1.7578211705335476e-06,1.4530855334586625e-06,1.8454921183726756e-06,1.6425990824794916e-06,2.0350056673935047e-06,1.4064215094622367e-06,1.7988280943762498e-06,1.2379820071199779e-06,1.630388592033991e-06,1.5479973907815534e-06,1.9404039756955667e-06,1.5042540836114618e-06,1.8966606685254747e-06,1.4701913493610675e-06,1.8625979342750806e-06,1.6425990824794916e-06,2.0350056673935047e-06,1.6425899079627254e-06,2.034996492876739e-06,1.3704164358339082e-06,1.7628230207479214e-06,1.4031080504013767e-06,1.7955146353153904e-06,1.3704164358339082e-06,1.7628230207479214e-06,1.3910615045485582e-06,1.7834680894625716e-06
4410,11,7.465595929222029e-07,1.1389661778362164e-06,3.924065849140132e-07,1.1540861513731764,2.873978614807129,0.5257934603441167,7.465595929222029e-07,1.1389661778362164e-06,1.435603438401454e-06,1.8280100233154674e-06,1.6562833145165878e-06,2.0486898994306013e-06,1.5357848609351624e-06,1.9281914458491757e-06,1.427234179987016e-06,1.8196407649010296e-06,1.40853010129683e-06,1.8009366862108433e-06,1.4705579372985594e-06,1.8629645222125727e-06,1.1794280350281512e-06,1.5718346199421643e-06,7.503782184938791e-07,1.1427848034078924e-06,6.411116038038354e-07,1.0335181887178484e-06,9.111314946556995e-07,1.3035380795697127e-06,8.733714387451238e-07,1.2657780236591371e-06,8.751460308532143e-07,1.2675526157672275e-06,1.1794280350281512e-06,1.5718346199421643e-06,1.2392441397315333e-06,1.6316507246455466e-06,8.509120874886966e-07,1.24331867240271e-06,7.61214769787931e-07,1.1536213547019443e-06,8.509120874886979e-07,1.2433186724027112e-06,7.948436060678861e-07,1.1872501909818994e-06
4410,97,1.8258772381042457e-07,5.74994308724438e-07,3.924065849140132e-07,1.041459885541542,2.7627649307250977,0.5734691887592356,1.8258772381042457e-07,5.74994308724438e-07,1.3580935842660524e-06,1.7505001691800653e-06,9.2137934043788e-07,1.3137859253518934e-06,9.158753461725964e-07,1.3082819310866098e-06,9.426298206182637e-07,1.335036405532277e-06,1.3010523091554683e-06,1.6934588940694818e-06,1.3250336776835476e-06,1.717440262597561e-06,6.139067272476674e-07,1.0063133121616806e-06,1.8422936305990076e-07,5.766359479739141e-07,1.5587086393028023e-07,5.482774488442937e-07,3.518716275684533e-07,7.442782124824665e-07,3.11442021638197e-07,7.038486065522103e-07,2.8686541839304963e-07,6.79272003307063e-07,6.139067272476674e-07,1.0063133121616806e-06,8.410966910389447e-07,1.233503275952958e-06,2.5469204517937375e-07,6.470986300933871e-07,2.014024157834721e-07,5.938090006974854e-07,2.5469204517937375e-07,6.470986300933871e-07,2.1890248450492933e-07,6.113090694189429e-07
4411,3,6.966006919221445e-08,2.516967083835698e-07,1.820366391913552e-07,2.0483014931906363,4.606292963027954,-0.024866322469213272,6.966006919221445e-08,2.516967083835698e-07,4.0724443557388566e-07,5.89281074765241e-07,3.4383802290711306e-07,5.258746620984683e-07,3.703622758564889e-07,5.523989150478441e-07,4.342217930426356e-07,6.162584322339909e-07,4.4677573541656654e-07,6.288123746079218e-07,4.353008321811627e-07,6.17337471372518e-07,3.2764802022229635e-07,5.096846594136517e-07,1.0529352614758329e-07,2.873301653389387e-07,1.8452871267654947e-07,3.6656535186790474e-07,2.1257394867806317e-07,3.946105878694185e-07,1.7516917097952998e-07,3.5720581017088535e-07,1.2943371304227593e-07,3.114703522336312e-07,3.2764802022229635e-07,5.096846594136517e-07,2.977180464418204e-07,4.797546856331758e-07,1.339322572786686e-07,3.15968896470024e-07,7.715795988604537e-08,2.5919459907740075e-07,1.339322572786686e-07,3.15968896470024e-07,1.463000193642564e-07,3.283366585556117e-07
4411,11,5.925853356837734e-07,7.746219748751287e-07,1.820366391913552e-07,2.4042000322096433,3.031196355819702,-0.1928601191362057,5.925853356837734e-07,7.746219748751287e-07,3.734220373789603e-07,5.554586765703154e-07,6.391193729571594e-07,8.211560121485147e-07,5.628277506693618e-07,7.448643898607169e-07,3.02519240124616e-07,4.845558793159712e-07,3.405197386321526e-07,5.225563778235077e-07,3.581840862855838e-07,5.40220725476939e-07,5.634153191524e-07,7.454519583437552e-07,6.820020295994808e-07,8.640386687908362e-07,7.572976203223509e-07,9.393342595137059e-07,7.78847549374612e-07,9.608841885659673e-07,7.101970433037451e-07,8.922336824951004e-07,6.094742400130167e-07,7.915108792043719e-07,5.634153191524e-07,7.454519583437552e-07,5.366395279100001e-07,7.186761671013554e-07,5.948945891784413e-07,7.769312283697967e-07,5.92586708818827e-07,7.746233480101823e-07,5.948945891784413e-07,7.769312283697967e-07,6.299486344317683e-07,8.119852736231236e-07
4411,97,4.817290710459279e-07,6.637657102372832e-07,1.820366391913552e-07,2.636242339279689,3.268650770187378,-0.2765593886963075,4.817290710459279e-07,6.637657102372832e-07,3.6535551213934153e-07,5.473921513306968e-07,4.79600115283967e-07,6.616367544753222e-07,5.066484617602765e-07,6.886851009516319e-07,4.1926177879904795e-07,6.012984179904033e-07,3.5287973706949674e-07,5.34916376260852e-07,3.855579236293077e-07,5.67594562820663e-07,4.6101043524667104e-07,6.430470744380263e-07,5.90358158339823e-07,7.723947975311782e-07,6.841193028712711e-07,8.661559420626262e-07,6.841845015197959e-07,8.662211407111512e-07,6.241503396546773e-07,8.061869788460326e-07,4.888116301760384e-07,6.708482693673936e-07,4.6101043524667104e-07,6.430470744380263e-07,4.045760579157386e-07,5.866126971070939e-07,5.116336616204619e-07,6.936703008118172e-07,4.91884509236493e-07,6.739211484278483e-07,5.116336616204619e-07,6.936703008118172e-07,5.14177271555078e-07,6.962139107464333e-07
