case_id,base_id,variant,split,orientation,orientation_seed,mse,mse_nc,ratio,ratio_nc,correction_norm,error_correction_ip,correction_cosine,oracle_scale,oracle_scale_mse,p1_p2_cos,c1_c2_cos,c2_p2_cos,p2_norm,c2_norm,nested_rel,first_layer_relerr,p2_common_cos,p2_consensus_cos
3717728479:1,3717728479,1,development,1,1007,3.70923328189285e-07,3.5777226361601356e-07,0.6132387321624843,0.6046427390542848,0.005043799198208531,3.745817145868531e-05,0.6179535944526113,1.4724175887657083,3.487450550125335e-07,0.7679496062679786,0.6707285742191351,0.7813742106788683,0.001095468101011311,0.009887687653956366,0.8267266027890948,0.011857674775426751,0.2830249758473601,0.7598627571716395
3717728479:1,3717728479,1,development,2,1011,2.5270479880264913e-07,2.395537342293777e-07,0.4177908442308343,0.4048509086511814,0.005125395033254747,5.300502516770574e-05,0.8605116990572281,2.0,1.4645078476095807e-07,0.6091741425054086,0.19189660676613318,0.620367806445381,0.0008577860005247577,0.008849119227906687,1.7063758905488302,0.01174632846056638,0.3615692942866278,0.6764147262838215
3717728479:1,3717728479,1,development,3,1013,3.5698311633316165e-07,3.438320517598902e-07,0.5901917108644248,0.5810834843639048,0.004678758819646003,3.74679554465521e-05,0.6663408126403737,1.7115858111055073,3.1368431120518215e-07,0.6546203631100374,0.5103683350317348,0.6890016278788816,0.0009501146862178199,0.007977833449824855,1.6335766288298779,0.011375415574119379,-0.09566578751513975,0.7150567626496671
3717728479:1,3717728479,1,development,4,1019,3.430315372224831e-07,3.298804726492116e-07,0.5671258963542868,0.5575050187714264,0.005092612724539792,4.127571770758426e-05,0.6744054333284462,1.5915245121448949,3.0758393786712626e-07,0.6985786744793058,0.5979881682251916,0.6421924198349277,0.0008684544922101456,0.009619036479779018,0.9478636606076853,0.011276756442119536,0.18910259879495395,0.43779386386135155
3717728479:1,3717728479,1,development,5,1021,4.296685153919222e-07,4.165174508186507e-07,0.710360755456768,0.7039233555488649,0.004673867114079902,2.814134922086368e-05,0.5009975855480601,1.288226398659256,4.2257959227254605e-07,0.791631784620318,0.748514645307102,0.6094829036678024,0.0008101712816167161,0.009664523169118804,1.3113735908861321,0.011795378366063885,0.28975654355539715,0.4157814879884694
3717728479:1,3717728479,1,development,6,1031,3.0126067092475196e-07,2.881096063514805e-07,0.49806711481365123,0.4869113658267772,0.0049534706286800114,4.5923472047218047e-05,0.7714223211968586,1.8716107503433819,2.2844508048950114e-07,0.6125914515926264,0.9160381358634693,0.75012493813893,0.0007633188467807385,0.013935453580512775,0.5144281972212638,0.012145082980667054,0.2833960495847227,0.2725759539711664
3717728479:1,3717728479,1,development,7,1033,4.197168084780479e-07,4.0656574390477644e-07,0.6939078346860296,0.6871047590879371,0.004902640056883821,3.0510590569480025e-05,0.5178305666618798,1.269376913574042,4.129037706780024e-07,0.8277883701238041,0.8172228849983594,0.5784962178070614,0.0008326627102264416,0.007697189094862385,1.030322180942392,0.011847486398669846,0.13312926241307815,0.6952010898383091
3717728479:2,3717728479,2,development,0,1005,2.1467223066214703e-07,2.0152116608887556e-07,0.654290045482519,0.6398544949002433,0.006203932903364169,3.1766406210073994e-05,0.5724738768061296,0.8253419138407604,2.1008583399589117e-07,0.7178874055921279,0.48081609320041213,0.6658612804594961,0.0014153345454897754,0.007826192910370457,1.3071516867454465,0.011459096335402378,0.7611665280074861,0.9285248152244931
3717728479:2,3717728479,2,development,1,1007,3.7873333698942054e-07,3.655822724161491e-07,1.1543246721768414,1.1607686914542477,0.00398190233061107,-5.50034049276962e-07,-0.0154437816346223,-0.034690324972811666,3.1242593414178836e-07,0.7960936002359913,0.8158956126819729,0.09080051195099065,0.0008323091183244806,0.010649842675345788,0.6934602171006735,0.011682723887632702,0.3134366507489547,0.6496774454116497
3717728479:2,3717728479,2,development,2,1011,2.223945907247912e-07,2.0924352615151973e-07,0.6778266869057489,0.6643739381588328,0.003715381349613992,1.843558167386242e-05,0.5547638187175365,1.3355189400486882,2.16324419937321e-07,0.8214874855624453,0.7988941040054871,0.8247684036241506,0.001700782531649423,0.010854395464983953,0.9472276576688748,0.012046460420152609,0.723044735171605,0.9263806501626497
