k,subset,split,selector,mean_within_case_reward_spearman,pooled_ratio,wins,median,p90,worst,oracle_identity_accuracy_full8,mean_regret_to_oracle8
1,[2],test,oracle_true_error_p2_direction,1.0,1.1794753415857746,4,1.3030545373967488,1.9276216495029879,2.306821617147198,0.2222222222222222,0.6952914076580539
2,"[2, 7]",development,p2_consensus,0.11111111111111109,0.9688081583106101,10,0.9041216566353827,1.6435622104968277,2.492277028277549,0.2222222222222222,0.3576206413111986
2,"[2, 7]",development,p2_common,-0.1111111111111111,0.9470725566029317,12,0.9041216566353827,1.6650042442342214,2.492277028277549,0.2777777777777778,0.347211278976838
2,"[2, 7]",development,first_layer,-0.22222222222222218,1.0120189295401962,8,1.1198890230427645,1.6808661168535872,2.0676719575977205,0.1111111111111111,0.40724335799494304
2,"[2, 7]",development,p1_p2,0.5555555555555555,0.8955882374910636,11,0.8866604992707501,1.3836310208717029,1.4099577675769377,0.3333333333333333,0.21691905678376608
2,"[2, 7]",development,c1_c2,0.33333333333333326,0.8724474253561966,12,0.8588144210447648,1.3866276865580995,1.6715466750316372,0.2777777777777778,0.1996752416240452
2,"[2, 7]",development,c2_p2,0.4444444444444444,0.9248872961974528,9,0.9894218669841607,1.6320290592869826,2.0676719575977205,0.2777777777777778,0.30432269178601873
2,"[2, 7]",development,nested_rel,0.11111111111111109,0.9515091949802471,10,0.935121071063793,1.6808661168535872,2.0676719575977205,0.16666666666666666,0.3327346651116441
2,"[2, 7]",development,p2_norm_high,0.4444444444444444,0.9248872961974528,9,0.9894218669841607,1.6320290592869826,2.0676719575977205,0.2777777777777778,0.30432269178601873
2,"[2, 7]",development,p2_norm_low,-0.4444444444444444,1.0478337672756637,10,0.9705378910495873,1.780068614807826,2.492277028277549,0.1111111111111111,0.4595003295741853
2,"[2, 7]",development,c2_norm_high,0.5555555555555555,0.8619552071199591,11,0.8787162872248595,1.6808661168535872,2.0676719575977205,0.2777777777777778,0.26587736717805655
2,"[2, 7]",development,c2_norm_low,-0.5555555555555555,1.1107658563531573,8,1.1579365926691105,1.7188056348119545,2.492277028277549,0.1111111111111111,0.4979456541821474
2,"[2, 7]",development,phase_combo,0.33333333333333326,0.907459674032232,11,0.8866604992707501,1.4029655476420124,1.6715466750316372,0.2777777777777778,0.2472007095386262
2,"[2, 7]",development,c17_p2_self_consistency,0.11111111111111109,0.9888225603138531,9,1.017980572597109,1.5457596053859048,1.6715466750316372,0.2222222222222222,0.32652100866840605
2,"[2, 7]",development,oracle_true_error_p2_direction,0.33333333333333326,0.8771886525948722,12,0.8588144210447648,1.5567856349718558,2.0676719575977205,0.2777777777777778,0.24223827515562324
2,"[2, 7]",calibration,p2_consensus,0.1111111111111111,0.8245956416496815,5,0.8275228027010639,1.205416016558664,1.4543047157256002,0.1111111111111111,0.3227112629343424
2,"[2, 7]",calibration,p2_common,0.1111111111111111,0.9906458364015911,5,0.8275228027010639,1.7858312023709142,3.1119371489521694,0.2222222222222222,0.5412699769000937
2,"[2, 7]",calibration,first_layer,-0.33333333333333326,1.0001255601967631,4,1.1184512150681147,1.847111623447885,2.4559916035736085,0.0,0.5840293136671515
2,"[2, 7]",calibration,p1_p2,-0.33333333333333326,1.1542443760102736,4,1.14319384176693,1.9783007325235973,3.1119371489521694,0.1111111111111111,0.6517596929317517
2,"[2, 7]",calibration,c1_c2,0.1111111111111111,1.0288744596618453,5,0.8275228027010639,2.587180712649321,3.1119371489521694,0.0,0.6454043202219442
2,"[2, 7]",calibration,c2_p2,-0.1111111111111111,1.0692380737957292,4,1.0196561427143,2.587180712649321,3.1119371489521694,0.0,0.696976087815703
2,"[2, 7]",calibration,nested_rel,-0.1111111111111111,1.1055284932551823,5,0.8275228027010639,2.587180712649321,3.1119371489521694,0.0,0.7204304852999612
2,"[2, 7]",calibration,p2_norm_high,0.1111111111111111,0.9703621888419846,5,0.8275228027010639,1.5444476176949637,3.1119371489521694,0.1111111111111111,0.5106842021609109
